9/15/2015	21:20:00	DL	5821	DL	3682	346	MSP-DFW
9/15/2015	21:20:00	AS	39	AS	28	280	MSP-SEA
9/16/2015	9:00:00	DL	5821	DL	3682	346	MSP-DFW
9/16/2015	9:00:00	AS	39	AS	28	280	MSP-SEA
9/16/2015	13:50:00	DL	5821	DL	3682	346	MSP-DFW
9/16/2015	13:50:00	AS	39	AS	28	280	MSP-SEA
9/16/2015	17:00:00	DL	5821	DL	3682	346	MSP-DFW
9/16/2015	17:00:00	AS	39	AS	28	280	MSP-SEA
9/17/2015	9:00:00	DL	5821	DL	3682	346	MSP-DFW
9/17/2015	9:00:00	AS	39	AS	28	280	MSP-SEA
9/17/2015	14:00:00	DL	5821	DL	3682	346	MSP-DFW
9/17/2015	14:00:00	AS	39	AS	28	276	MSP-SEA
9/17/2015	18:00:00	DL	5821	DL	3682	346	MSP-DFW
9/17/2015	18:00:00	AS	39	AS	28	276	MSP-SEA
9/18/2015	19:00:00	DL	5821	DL	3682	346	MSP-DFW
9/18/2015	19:00:00	AS	39	AS	28	280	MSP-SEA
9/18/2015	22:30:00	DL	5821	DL	3682	346	MSP-DFW
9/18/2015	22:30:00	AS	39	AS	28	280	MSP-SEA
9/18/2015	23:10:00	DL	5821	DL	3682	346	MSP-DFW
9/18/2015	23:10:00	AS	39	AS	28	280	MSP-SEA
9/19/2015	19:20:00	DL	5821	DL	3682	346	MSP-DFW
9/19/2015	19:20:00	AS	39	AS	28	280	MSP-SEA
9/19/2015	23:00:00	DL	5821	DL	3682	346	MSP-DFW
9/19/2015	23:00:00	AS	39	AS	28	280	MSP-SEA
9/20/2015	16:30:00	DL	5821	DL	3682	300	MSP-DFW
9/20/2015	16:30:00	AS	39	AS	28	280	MSP-SEA
9/20/2015	21:00:00	DL	5821	DL	3682	300	MSP-DFW
9/20/2015	21:00:00	AS	39	AS	28	280	MSP-SEA
9/21/2015	9:00:00	DL	5821	DL	3682	300	MSP-DFW
9/21/2015	9:00:00	AS	39	AS	28	280	MSP-SEA
9/21/2015	18:20:00	DL	5821	DL	3682	300	MSP-DFW
9/21/2015	18:20:00	AS	39	AS	28	280	MSP-SEA
9/21/2015	23:30:00	DL	5821	DL	3682	300	MSP-DFW
9/21/2015	23:30:00	AS	39	AS	28	280	MSP-SEA
9/22/2015	10:30:00	DL	5821	DL	3682	300	MSP-DFW
9/22/2015	10:30:00	AS	39	AS	28	280	MSP-SEA
9/22/2015	14:00:00	DL	5821	DL	3682	300	MSP-DFW
9/22/2015	14:00:00	AS	39	AS	28	280	MSP-SEA
9/22/2015	18:00:00	DL	5821	DL	3682	300	MSP-DFW
9/22/2015	18:00:00	AS	39	AS	28	280	MSP-SEA
9/23/2015	9:00:00	DL	5821	DL	3682	346	MSP-DFW
9/23/2015	9:00:00	AS	39	AS	28	280	MSP-SEA
9/23/2015	13:00:00	DL	5821	DL	3682	346	MSP-DFW
9/23/2015	13:00:00	AS	39	AS	28	269	MSP-SEA
9/23/2015	21:00:00	DL	5821	DL	3682	346	MSP-DFW
9/23/2015	21:00:00	AS	39	AS	28	269	MSP-SEA
9/24/2015	9:00:00	DL	5821	DL	3682	219	MSP-DFW
9/24/2015	9:00:00	AS	39	AS	28	269	MSP-SEA
9/24/2015	12:30:00	DL	5821	DL	3682	229	MSP-DFW
9/24/2015	12:30:00	AS	39	AS	28	269	MSP-SEA
9/24/2015	15:45:00	DL	5821	DL	3682	223	MSP-DFW
9/24/2015	15:45:00	AS	39	AS	28	269	MSP-SEA
9/25/2015	13:00:00	DL	5821	DL	3682	229	MSP-DFW
9/25/2015	13:00:00	AS	39	AS	28	280	MSP-SEA
9/25/2015	19:00:00	DL	5821	DL	3682	219	MSP-DFW
9/25/2015	19:00:00	AS	39	AS	28	280	MSP-SEA
9/25/2015	23:00:00	DL	5821	DL	3682	219	MSP-DFW
9/25/2015	23:00:00	AS	39	AS	28	280	MSP-SEA
9/26/2015	13:00:00	DL	5821	DL	3682	219	MSP-DFW
9/26/2015	13:00:00	AS	39	AS	28	280	MSP-SEA
9/26/2015	17:00:00	DL	5821	DL	3682	219	MSP-DFW
9/26/2015	17:00:00	AS	39	AS	28	280	MSP-SEA
9/26/2015	21:00:00	DL	5821	DL	3682	219	MSP-DFW
9/26/2015	21:00:00	AS	39	AS	28	280	MSP-SEA
9/27/2015	13:00:00	DL	5821	DL	3682	239	MSP-DFW
9/27/2015	13:00:00	AS	39	AS	28	280	MSP-SEA
9/27/2015	18:00:00	DL	5821	DL	3682	239	MSP-DFW
9/27/2015	18:00:00	AS	39	AS	28	280	MSP-SEA
9/27/2015	23:00:00	DL	5821	DL	3682	239	MSP-DFW
9/27/2015	23:00:00	AS	39	AS	28	280	MSP-SEA
9/28/2015	9:00:00	DL	5821	DL	3682	239	MSP-DFW
9/28/2015	9:00:00	AS	39	AS	28	280	MSP-SEA
9/28/2015	13:30:00	DL	5821	DL	3682	239	MSP-DFW
9/28/2015	13:30:00	AS	39	AS	28	280	MSP-SEA
9/28/2015	17:20:00	DL	5821	DL	3682	239	MSP-DFW
9/28/2015	17:20:00	AS	39	AS	28	280	MSP-SEA
9/29/2015	9:30:00	DL	5821	DL	3682	246	MSP-DFW
9/29/2015	9:30:00	AS	39	AS	28	280	MSP-SEA
9/29/2015	17:45:00	DL	5821	DL	3682	239	MSP-DFW
9/29/2015	17:45:00	AS	39	AS	28	280	MSP-SEA
9/30/2015	9:00:00	DL	5821	DL	3682	239	MSP-DFW
9/30/2015	9:00:00	AS	39	AS	28	280	MSP-SEA
9/30/2015	13:28:25	DL	5821	DL	3682	199	MSP-DFW
9/30/2015	13:28:25	AS	39	AS	28	280	MSP-SEA
9/30/2015	16:31:54	DL	5821	DL	3682	233	MSP-DFW
9/30/2015	16:31:54	AS	39	AS	28	280	MSP-SEA
10/1/2015	9:22:56	DL	5821	DL	3682	233	MSP-DFW
10/1/2015	9:22:56	AS	39	AS	28	280	MSP-SEA
