0.71	0.709382	0.71	0.71	0.822654	0.8225	0.71	0.00557074	0
0.72	0.719341	0.72	0.72	0.820165	0.82	0.72	0.0075699	0
0.73	0.729298	0.73	0.73	0.817676	0.8175	0.73	0.0116471	0
0.74	0.739252	0.74	0.74	0.815187	0.815	0.74	0.0239197	0
0.75	0.749204	0.75	0.75	0.812699	0.8125	0.75	0.498938	1
0.76	0.759152	0.76	0.76	0.810212	0.81	0.76	0.973532	1
0.77	0.769097	0.77	0.77	0.807726	0.8075	0.77	0.985729	1
0.78	0.779038	0.78	0.78	0.805241	0.805	0.78	0.989673	1
0.79	0.788974	0.79	0.79	0.802757	0.8025	0.79	0.991469	1
0.8	0.798904	0.8	0.8	0.800274	0.8	0.8	0.992343	1
0.81	0.808829	0.81	0.81	0.797793	0.7975	0.81	0.992676	1
0.82	0.818746	0.82	0.82	0.795314	0.795	0.82	0.992581	1
0.83	0.828654	0.83	0.83	0.792837	0.7925	0.83	0.992024	1
0.84	0.838552	0.84	0.84	0.790362	0.79	0.84	0.990786	1
0.85	0.848438	0.85	0.85	0.787891	0.7875	0.85	0.988202	1
0.86	0.858309	0.86	0.86	0.785423	0.785	0.86	0.981769	1
0.87	0.868161	0.87	0.87	0.78296	0.7825	0.87	0.95019	1
0.88	0.87799	0.88	0.88	0.780503	0.78	0.88	0.047554	0
0.89	0.887789	0.89	0.89	0.778053	0.7775	0.89	0.0159283	0
0.9	0.897551	0.9	0.9	0.775612	0.775	0.9	0.00939836	0
0.91	0.907261	0.91	0.91	0.773185	0.7725	0.91	0.00665857	0
0.92	0.916901	0.92	0.92	0.770775	0.77	0.92	0.00518896	0
0.93	0.92644	0.93	0.93	0.76839	0.7675	0.93	0.00429712	0
0.94	0.935829	0.94	0.94	0.766043	0.765	0.94	0.00371719	0
0.95	0.944978	0.95	0.95	0.763756	0.7625	0.95	0.00332611	0
0.96	0.953705	0.96	0.96	0.761574	0.76	0.96	0.00305984	0
0.97	0.961593	0.97	0.97	0.759602	0.7575	0.97	0.0028825	0
0.98	0.96739	0.98	0.98	0.758152	0.755	0.98	0.00277321	0
0.99	0.964978	0.99	0.99	0.758756	0.7525	0.99	0.00271998	0
1	0.499799	1	1	0.87505	0.75	1	0.00271664	0
